Time	Press	Temp	RH	Alt	Dewp	Dir
268	3.9	44.8	-4.8	-74.09485	38.00867	15384.9
268	3.6	44.4	-5.5	-74.09435	38.00871	15391.2
268	1.7	43.4	-6.1	-74.09385	38.00874	15397.3
268	-0.1	42.7	-4.6	-74.09336	38.00874	15401.9
269	-0.8	42.2	-5.3	-74.09288	38.00873	15406.8
269	0.1	42.3	-6.2	-74.09241	38.00872	15413.1
269	1.2	42.5	-5.2	-74.09192	38.00873	15418.6
269	1.8	42.7	-4.6	-74.09144	38.00874	15422.8
269	0.8	42.8	-5.4	-74.09095	38.00875	15428.8
269	1.6	43.9	-5.3	-74.09046	38.00876	15434.2
269	1.4	43.8	-5.3	-74.08997	38.00877	15439.6
269	-0.9	41.7	-5.7	-74.08950	38.00874	15445.0
269	1.0	41.5	-6.0	-74.08902	38.00874	15451.1
269	2.5	41.5	-5.8	-74.08854	38.00876	15457.3
269	3.2	41.1	-4.7	-74.08807	38.00878	15462.6
269	2.3	40.1	-4.7	-74.08761	38.00881	15466.8
269	0.6	38.9	-5.4	-74.08717	38.00881	15471.7
268	-1.1	38.2	-4.2	-74.08674	38.00881	15475.7
268	-1.5	38.2	-4.4	-74.08631	38.00880	15479.7
268	0.2	39.2	-6.0	-74.08588	38.00880	15485.7
268	1.7	40.5	-6.5	-74.08543	38.00881	15492.7
268	2.9	41.8	-4.5	-74.08496	38.00884	15498.0
268	2.8	42.5	-4.3	-74.08448	38.00887	15501.6
268	1.4	42.5	-5.6	-74.08400	38.00889	15506.8
268	0.0	41.7	-5.9	-74.08352	38.00889	15512.4
268	-0.6	40.7	-4.8	-74.08305	38.00889	15517.6
268	0.7	39.8	-5.7	-74.08259	38.00889	15523.2
268	2.2	39.6	-5.0	-74.08214	38.00891	15528.0
268	3.3	39.8	-4.1	-74.08168	38.00893	15532.2
268	3.2	39.9	-4.6	-74.08123	38.00896	15536.7
268	2.2	40.0	-5.4	-74.08077	38.00898	15542.6
268	0.7	40.1	-5.9	-74.08031	38.00899	15549.2
268	-0.1	40.4	-4.4	-74.07985	38.00899	15553.9
267	0.4	41.4	-4.8	-74.07938	38.00899	15558.9
267	2.1	42.3	-5.4	-74.07890	38.00900	15564.2
267	3.5	42.9	-4.6	-74.07842	38.00902	15568.7
267	3.8	43.0	-5.1	-74.07793	38.00905	15574.3
267	3.0	41.9	-5.5	-74.07745	38.00909	15579.4
267	1.7	40.9	-4.5	-74.07698	38.00911	15584.5
267	1.2	39.8	-4.5	-74.07653	38.00912	15588.9
267	1.5	39.2	-5.2	-74.07608	38.00913	15593.4
267	2.3	39.0	-5.0	-74.07565	38.00915	15598.4
267	2.9	39.4	-3.9	-74.07520	38.00918	15601.6
267	2.2	39.6	-4.3	-74.07476	38.00920	15605.6
267	1.2	39.8	-5.5	-74.07431	38.00922	15610.7
267	-0.1	39.7	-5.5	-74.07386	38.00923	15616.8
267	-0.4	39.4	-4.9	-74.07342	38.00922	15621.9
267	1.1	39.3	-5.3	-74.07297	38.00923	15626.9
267	3.3	39.1	-6.1	-74.07253	38.00926	15632.9
267	5.0	39.0	-4.6	-74.07209	38.00930	15637.6
266	5.2	38.6	-5.1	-74.07165	38.00934	15642.6
266	3.7	38.3	-6.1	-74.07121	38.00938	15648.4
266	1.9	38.3	-5.0	-74.07078	38.00940	15653.5
266	2.1	40.1	-5.1	-74.07034	38.00942	15658.5
266	2.1	40.1	-5.0	-74.06991	38.00943	15663.4
266	1.1	39.2	-5.3	-74.06945	38.00942	15667.9
266	2.1	38.9	-4.6	-74.06900	38.00943	15672.6
266	2.5	38.2	-5.2	-74.06855	38.00944	15678.1
266	2.2	37.5	-4.8	-74.06812	38.00945	15683.5
266	2.6	36.9	-4.9	-74.06770	38.00947	15689.0
266	3.8	37.0	-5.7	-74.06728	38.00950	15694.9
266	4.6	37.3	-4.4	-74.06685	38.00954	15699.2
266	4.5	37.5	-4.9	-74.06643	38.00958	15704.1
266	3.3	37.6	-5.4	-74.06600	38.00961	15709.6
266	1.9	37.4	-4.2	-74.06558	38.00964	15713.8
266	1.1	37.0	-4.3	-74.06516	38.00965	15718.2
265	1.7	36.7	-5.5	-74.06474	38.00966	15723.9
265	2.8	36.6	-6.2	-74.06433	38.00969	15729.9
265	3.7	36.7	-4.9	-74.06392	38.00972	15735.0
265	3.6	36.8	-5.0	-74.06350	38.00975	15739.9
265	2.2	36.7	-5.9	-74.06309	38.00978	15745.6
265	3.0	37.7	-5.1	-74.06267	38.00980	15751.5
265	3.0	37.6	-5.1	-74.06226	38.00982	15757.3
265	2.9	37.5	-5.1	-74.06184	38.00984	15763.2
265	2.7	37.5	-5.1	-74.06142	38.00986	15769.1
265	4.4	33.3	-4.5	-74.06109	38.00984	15770.6
265	5.9	34.3	-5.0	-74.06071	38.00988	15775.1
265	5.6	36.4	-6.0	-74.06031	38.00992	15781.4
265	4.7	37.6	-4.7	-74.05990	38.00997	15786.5
265	3.7	37.8	-4.7	-74.05947	38.01001	15792.1
265	3.1	36.5	-5.8	-74.05905	38.01004	15797.6
265	2.5	34.8	-5.3	-74.05864	38.01007	15803.6
266	1.7	33.6	-5.0	-74.05825	38.01009	15808.7
266	0.9	33.9	-4.9	-74.05787	38.01009	15813.5
266	0.6	34.7	-4.4	-74.05748	38.01010	15817.8
266	1.4	35.4	-4.8	-74.05709	38.01011	15822.5
266	2.5	35.3	-5.5	-74.05669	38.01013	15828.1
266	3.1	35.3	-4.8	-74.05629	38.01016	15833.5
267	3.1	35.9	-4.6	-74.05588	38.01019	15838.1
267	2.4	37.5	-4.8	-74.05546	38.01022	15843.3
267	1.6	38.8	-5.2	-74.05503	38.01024	15848.2
267	3.0	35.9	-5.0	-74.05459	38.01025	15853.4
267	2.9	35.8	-5.1	-74.05415	38.01027	15858.6
267	2.9	35.8	-5.1	-74.05371	38.01028	15863.8
266	3.0	35.7	-5.0	-74.05326	38.01030	15868.9
266	1.2	32.9	-3.9	-74.05295	38.01026	15871.0
266	1.7	34.3	-5.1	-74.05257	38.01026	15876.1
266	2.2	36.9	-5.7	-74.05216	38.01028	15881.4
266	2.3	38.9	-4.1	-74.05173	38.01030	15886.0
266	2.6	35.8	-5.0	-74.05129	38.01032	15890.1
266	2.5	35.9	-5.0	-74.05085	38.01035	15894.2
266	2.3	35.9	-4.9	-74.05041	38.01037	15898.3
266	4.0	35.3	-4.6	-74.05001	38.01044	15904.7
267	3.4	35.1	-4.7	-74.04960	38.01048	15908.4
267	2.2	36.1	-5.4	-74.04918	38.01050	15914.3
267	1.1	37.9	-5.5	-74.04876	38.01051	15919.8
267	2.1	35.9	-4.9	-74.04833	38.01052	15925.2
267	2.2	36.0	-4.9	-74.04790	38.01053	15930.7
267	2.3	36.1	-4.9	-74.04747	38.01054	15936.1
267	2.3	36.1	-4.9	-74.04704	38.01055	15941.6
267	2.3	36.1	-4.9	-74.04660	38.01056	15947.0
267	2.7	34.7	-4.9	-74.04622	38.01056	15950.5
267	3.5	36.0	-6.2	-74.04582	38.01060	15957.0
267	3.0	37.5	-4.6	-74.04541	38.01063	15961.5
267	2.3	39.0	-4.5	-74.04497	38.01065	15965.8
267	1.6	39.0	-5.4	-74.04452	38.01066	15971.5
267	0.9	38.5	-4.9	-74.04407	38.01066	15976.7
267	0.5	37.8	-4.7	-74.04364	38.01067	15981.2
268	0.1	37.8	-4.8	-74.04321	38.01067	15986.0
267	2.1	37.0	-5.0	-74.04278	38.01067	15990.7
267	2.1	37.2	-5.0	-74.04235	38.01067	15995.5
267	2.1	37.2	-5.0	-74.04192	38.01067	16000.3
267	2.1	37.2	-5.0	-74.04149	38.01067	16005.0
267	2.1	37.2	-5.0	-74.04106	38.01067	16009.8
267	3.0	35.7	-4.5	-74.04073	38.01074	16010.6
267	4.1	37.9	-5.4	-74.04032	38.01075	16017.9
267	2.1	37.2	-5.0	-74.03989	38.01079	16023.3
267	2.1	37.2	-5.0	-74.03946	38.01083	16028.7
267	2.1	37.2	-5.0	-74.03903	38.01086	16034.0
267	2.8	38.1	-6.2	-74.03850	38.01089	16040.6
267	1.6	35.9	-4.8	-74.03808	38.01092	16044.7
267	0.7	34.2	-4.2	-74.03769	38.01093	16047.4
267	0.2	34.6	-5.9	-74.03730	38.01093	16052.7
267	1.9	36.9	-5.1	-74.03690	38.01094	16058.6
266	1.9	36.9	-5.1	-74.03651	38.01094	16064.5
266	1.9	36.9	-5.1	-74.03612	38.01094	16070.4
266	1.9	36.9	-5.1	-74.03572	38.01094	16076.3
266	1.9	36.9	-5.1	-74.03533	38.01094	16082.1
266	4.4	37.3	-4.7	-74.03477	38.01104	16083.5
266	4.8	38.1	-4.7	-74.03434	38.01108	16087.1
266	4.5	38.9	-4.2	-74.03390	38.01112	16092.9
266	1.9	36.9	-5.1	-74.03346	38.01116	16097.1
267	1.9	36.9	-5.1	-74.03302	38.01120	16101.3
267	5.2	37.7	-5.3	-74.03258	38.01126	16107.0
267	4.7	37.1	-4.6	-74.03216	38.01129	16112.2
267	2.6	36.6	-4.8	-74.03174	38.01132	16116.4
267	0.1	36.4	-5.4	-74.03133	38.01133	16121.4
267	-1.7	36.3	-4.7	-74.03092	38.01133	16126.3
267	-2.2	36.3	-3.9	-74.03050	38.01132	16130.3
267	-0.6	35.8	-5.1	-74.03009	38.01131	16135.4
267	1.6	35.2	-5.8	-74.02968	38.01131	16140.8
267	3.4	34.8	-4.7	-74.02929	38.01133	16146.4
267	4.3	35.1	-4.7	-74.02889	38.01137	16150.9
267	3.4	36.1	-5.9	-74.02849	38.01141	16156.7
267	2.1	37.0	-5.8	-74.02807	38.01143	16162.9
267	0.3	37.6	-4.0	-74.02764	38.01144	16167.3
267	0.0	36.8	-4.6	-74.02721	38.01144	16171.4
267	0.6	35.7	-5.6	-74.02680	38.01144	16176.5
267	1.3	34.9	-4.5	-74.02640	38.01144	16181.3
267	2.4	34.9	-4.5	-74.02601	38.01146	16185.5
267	2.4	36.0	-5.6	-74.02561	38.01147	16191.0
267	2.3	37.2	-5.8	-74.02519	38.01149	16196.9
267	1.9	37.9	-4.3	-74.02477	38.01151	16201.2
267	2.6	37.5	-4.6	-74.02434	38.01153	16205.9
267	3.6	36.1	-5.7	-74.02393	38.01156	16211.8
267	3.7	34.7	-5.1	-74.02353	38.01160	16217.0
267	3.2	34.0	-4.9	-74.02315	38.01163	16222.3
267	1.3	34.5	-5.4	-74.02276	38.01164	16227.5
268	-0.4	35.5	-5.3	-74.02236	38.01164	16232.9
268	-1.3	36.3	-4.1	-74.02195	38.01163	16237.6
268	-0.9	36.2	-4.4	-74.02153	38.01162	16242.5
268	0.7	35.5	-6.0	-74.02112	38.01162	16247.8
269	2.2	34.7	-6.2	-74.02072	38.01164	16254.2
269	2.9	34.4	-5.0	-74.02033	38.01167	16259.1
269	2.9	35.6	-5.6	-74.01992	38.01169	16264.9
270	1.9	37.1	-5.8	-74.01950	38.01171	16270.5
270	0.6	37.9	-4.3	-74.01907	38.01173	16275.1
270	-0.4	37.2	-5.3	-74.01865	38.01173	16280.5
271	-1.1	35.2	-6.3	-74.01824	38.01173	16286.4
271	-1.5	34.0	-4.7	-74.01785	38.01172	16291.1
271	-1.9	33.1	-3.8	-74.01748	38.01170	16294.9
272	-2.1	33.8	-5.2	-74.01710	38.01168	16300.0
272	-2.3	35.0	-6.2	-74.01672	38.01165	16306.2
272	0.9	35.6	-5.2	-74.01632	38.01163	16312.3
272	-2.0	35.6	-5.4	-74.01590	38.01161	16317.0
272	-1.7	34.0	-5.7	-74.01550	38.01160	16323.0
273	-1.7	32.9	-4.5	-74.01512	38.01159	16327.0
273	-1.7	32.6	-4.3	-74.01474	38.01157	16331.0
273	-2.0	33.9	-5.4	-74.01437	38.01156	16336.4
273	-2.1	35.2	-5.6	-74.01398	38.01154	16341.9
273	-2.2	35.9	-5.2	-74.01357	38.01152	16346.6
273	-2.2	34.8	-6.1	-74.01317	38.01150	16352.4
274	-2.1	32.9	-5.8	-74.01279	38.01148	16357.6
274	-2.0	31.7	-4.2	-74.01243	38.01146	16362.1
274	-1.5	31.5	-4.1	-74.01208	38.01145	16366.3
274	-1.4	32.5	-5.4	-74.01171	38.01143	16371.6
274	-1.4	33.9	-5.0	-74.01133	38.01141	16376.7
274	-1.9	34.1	-5.2	-74.01095	38.01140	16381.4
274	-2.5	32.7	-6.4	-74.01057	38.01138	16387.8
274	-3.1	31.5	-4.7	-74.01021	38.01136	16392.0
274	-3.5	30.5	-3.6	-74.00986	38.01133	16395.5
274	-3.6	30.5	-4.6	-74.00951	38.01130	16399.3
274	-3.2	31.5	-5.7	-74.00916	38.01127	16404.6
274	-2.7	32.3	-4.5	-74.00880	38.01124	16409.2
274	-1.7	31.8	-4.9	-74.00844	38.01122	16414.2
274	-1.1	30.5	-5.5	-74.00809	38.01121	16419.7
273	-1.2	29.5	-4.7	-74.00775	38.01119	16425.0
273	-1.5	29.3	-4.5	-74.00742	38.01118	16429.6
273	-2.0	30.3	-4.9	-74.00708	38.01117	16434.6
272	-2.1	32.3	-5.0	-74.00674	38.01115	16439.4
272	-2.1	32.2	-5.0	-74.00639	38.01113	16444.3
271	-2.0	32.1	-4.9	-74.00599	38.01111	16448.6
270	-1.1	30.2	-5.6	-74.00563	38.01109	16453.3
270	0.0	28.1	-5.6	-74.00529	38.01108	16460.3
269	0.7	26.9	-6.0	-74.00497	38.01108	16466.1
268	1.1	28.0	-7.3	-74.00466	38.01109	16473.4
268	-1.7	30.9	-5.1	-74.00434	38.01110	16480.7
268	-1.7	30.9	-5.1	-74.00402	38.01111	16488.1
267	-1.7	30.8	-5.2	-74.00370	38.01112	16495.4
266	2.2	29.5	-7.5	-74.00329	38.01113	16501.9
266	-1.5	30.5	-5.3	-74.00296	38.01115	16509.4
266	-1.5	30.3	-5.3	-74.00262	38.01116	16516.9
266	-1.4	30.2	-5.3	-74.00228	38.01118	16524.5
265	4.7	23.4	-6.7	-74.00211	38.01123	16526.6
265	5.8	24.4	-5.9	-74.00185	38.01127	16532.3
264	6.9	25.7	-5.7	-74.00157	38.01133	16538.8
264	8.0	26.7	-5.7	-74.00127	38.01141	16544.6
264	7.7	26.3	-6.0	-74.00096	38.01149	16551.0
264	6.1	25.1	-6.1	-74.00066	38.01155	16557.3
263	3.4	23.2	-6.1	-74.00039	38.01159	16563.6
263	0.4	21.7	-5.2	-74.00013	38.01161	16569.6
263	-0.9	21.4	-4.9	-73.99989	38.01161	16574.9
263	2.9	26.2	-6.0	-73.99965	38.01160	16579.8
263	2.9	26.2	-6.0	-73.99941	38.01159	16584.6
263	4.5	28.8	-6.7	-73.99904	38.01165	16593.1
263	6.0	30.3	-5.0	-73.99871	38.01170	16598.7
263	6.0	30.3	-4.5	-73.99837	38.01175	16602.9
263	4.0	28.3	-6.0	-73.99805	38.01179	16608.5
263	1.5	25.7	-6.8	-73.99775	38.01181	16616.3
263	-0.7	23.3	-6.2	-73.99748	38.01181	16622.0
263	4.1	25.9	-5.9	-73.99721	38.01180	16628.2
262	4.1	25.9	-5.9	-73.99695	38.01180	16634.3
261	4.1	25.9	-5.9	-73.99668	38.01179	16640.5
261	4.2	25.7	-5.8	-73.99642	38.01179	16646.7
260	7.2	28.4	-4.1	-73.99599	38.01192	16648.7
260	7.5	27.1	-6.1	-73.99568	38.01198	16656.0
260	6.1	24.9	-7.3	-73.99540	38.01203	16663.9
260	4.3	23.0	-5.8	-73.99514	38.01207	16670.6
259	3.7	22.6	-6.7	-73.99488	38.01211	16676.9
259	4.0	23.7	-7.1	-73.99462	38.01214	16683.8
259	4.4	25.8	-6.9	-73.99434	38.01217	16690.8
259	5.5	28.5	-5.9	-73.99402	38.01221	16697.0
258	5.5	29.6	-5.2	-73.99370	38.01226	16703.1
258	5.4	28.6	-5.3	-73.99337	38.01231	16708.3
258	4.4	26.5	-5.9	-73.99305	38.01236	16713.7
258	4.3	22.3	-5.6	-73.99279	38.01240	16719.5
258	4.3	20.6	-4.2	-73.99254	38.01244	16724.1
258	4.4	20.8	-4.8	-73.99231	38.01247	16728.6
258	4.6	25.8	-5.7	-73.99208	38.01251	16733.4
258	4.6	25.5	-5.8	-73.99184	38.01255	16738.2
258	6.3	27.0	-4.5	-73.99147	38.01263	16743.4
258	7.1	26.7	-5.5	-73.99116	38.01269	16748.7
258	7.3	25.3	-6.0	-73.99086	38.01275	16754.5
258	7.0	24.0	-4.5	-73.99059	38.01281	16758.8
258	5.9	23.4	-4.9	-73.99032	38.01286	16763.7
258	4.6	24.4	-5.9	-73.99005	38.01291	16769.1
258	3.9	25.0	-5.2	-73.98977	38.01294	16774.3
258	3.7	25.3	-4.9	-73.98949	38.01297	16779.5
258	4.7	24.4	-5.6	-73.98921	38.01301	16785.6
258	5.2	22.9	-6.1	-73.98894	38.01305	16791.7
258	5.6	22.1	-5.2	-73.98869	38.01310	16797.4
259	4.8	22.5	-5.8	-73.98843	38.01315	16803.1
259	5.2	24.6	-5.5	-73.98817	38.01319	16808.9
259	5.3	24.7	-5.4	-73.98792	38.01323	16814.7
260	5.3	24.6	-5.3	-73.98766	38.01328	16820.5
260	5.3	24.4	-5.2	-73.98741	38.01332	16826.3
261	3.8	23.5	-5.1	-73.98707	38.01333	16831.1
261	4.2	23.8	-5.2	-73.98680	38.01336	16836.4
262	3.9	24.7	-5.6	-73.98652	38.01340	16841.7
263	2.9	25.4	-5.1	-73.98623	38.01342	16847.2
263	5.0	24.2	-5.3	-73.98594	38.01345	16852.3
263	5.1	24.4	-5.3	-73.98565	38.01348	16857.4
263	5.1	24.4	-5.3	-73.98537	38.01350	16862.5
264	1.1	21.5	-4.7	-73.98515	38.01347	16868.2
264	1.2	21.8	-5.2	-73.98489	38.01347	16873.3
264	1.5	23.9	-6.4	-73.98464	38.01347	16879.2
265	1.7	25.7	-5.9	-73.98435	38.01349	16885.5
265	1.6	27.1	-4.4	-73.98406	38.01350	16890.7
265	2.0	26.7	-5.1	-73.98376	38.01352	16895.7
265	1.7	25.2	-5.6	-73.98347	38.01354	16900.8
265	1.3	23.9	-4.8	-73.98320	38.01355	16906.3
264	0.9	23.0	-4.8	-73.98294	38.01356	16910.6
264	0.7	23.5	-6.3	-73.98267	38.01357	16916.2
263	2.4	24.0	-5.3	-73.98240	38.01358	16922.5
262	2.2	24.1	-5.3	-73.98214	38.01358	16928.9
261	2.0	24.3	-5.3	-73.98187	38.01359	16935.2
260	2.0	24.3	-5.3	-73.98160	38.01360	16941.5
259	5.6	21.2	-7.4	-73.98134	38.01373	16950.6
259	5.9	20.5	-6.2	-73.98110	38.01378	16955.9
258	6.4	22.0	-5.8	-73.98085	38.01383	16960.6
257	7.4	24.1	-6.1	-73.98058	38.01389	16966.9
257	2.9	23.8	-5.6	-73.98031	38.01395	16973.0
256	8.2	25.9	-5.4	-73.97999	38.01402	16977.9
255	8.1	23.9	-6.7	-73.97970	38.01410	16984.7
254	7.2	22.1	-6.0	-73.97945	38.01417	16990.2
254	6.9	21.0	-4.6	-73.97921	38.01424	16994.4
253	6.6	21.8	-5.1	-73.97897	38.01429	16999.3
252	6.6	23.8	-5.8	-73.97871	38.01435	17004.8
252	7.1	25.8	-6.3	-73.97843	38.01441	17011.0
252	4.8	23.7	-5.7	-73.97814	38.01447	17017.3
251	4.9	23.6	-5.7	-73.97785	38.01454	17023.6
251	10.2	23.5	-6.9	-73.97757	38.01465	17029.8
251	10.0	20.6	-7.0	-73.97730	38.01475	17037.6
250	8.9	18.1	-6.7	-73.97708	38.01483	17044.4
250	7.8	17.9	-6.7	-73.97686	38.01490	17050.6
249	7.4	19.8	-6.4	-73.97665	38.01496	17056.9
249	8.0	23.5	-6.2	-73.97640	38.01503	17063.1
249	9.3	26.7	-5.2	-73.97611	38.01511	17068.8
248	10.4	28.4	-4.4	-73.97580	38.01521	17073.3
248	10.1	27.9	-5.6	-73.97547	38.01530	17078.3
248	8.6	25.4	-6.6	-73.97517	38.01538	17084.3
248	7.3	22.5	-5.8	-73.97490	38.01545	17090.5
248	6.9	19.6	-4.5	-73.97466	38.01552	17095.1
248	8.9	17.3	-5.3	-73.97446	38.01558	17099.9
248	10.9	17.5	-5.0	-73.97426	38.01567	17104.7
248	11.9	19.5	-4.8	-73.97405	38.01578	17108.9
248	11.7	23.2	-5.2	-73.97381	38.01588	17114.1
248	10.5	26.1	-5.5	-73.97352	38.01599	17119.5
249	9.1	27.8	-4.6	-73.97321	38.01607	17124.6
249	8.7	27.3	-5.3	-73.97289	38.01615	17129.3
249	9.4	25.3	-6.3	-73.97260	38.01623	17135.6
250	10.0	23.1	-5.4	-73.97232	38.01632	17141.2
250	9.9	21.4	-5.5	-73.97207	38.01640	17146.5
250	9.1	21.1	-6.0	-73.97183	38.01648	17152.5
251	7.9	22.2	-6.7	-73.97158	38.01656	17159.0
251	6.8	25.0	-8.0	-73.97131	38.01662	17166.9
251	6.2	27.2	-7.8	-73.97101	38.01668	17175.2
251	9.0	23.3	-5.8	-73.97070	38.01674	17183.0
251	9.0	23.5	-5.7	-73.97039	38.01679	17190.8
250	9.1	23.7	-5.7	-73.97009	38.01685	17198.6
251	11.5	22.9	-5.6	-73.96984	38.01703	17200.1
251	10.5	21.4	-5.3	-73.96960	38.01714	17205.7
251	8.2	21.8	-6.0	-73.96936	38.01722	17210.3
251	6.2	23.1	-4.6	-73.96911	38.01728	17215.1
251	5.4	24.1	-4.6	-73.96884	38.01732	17219.2
251	6.3	25.1	-6.1	-73.96855	38.01737	17225.0
251	9.0	23.1	-5.7	-73.96827	38.01742	17231.1
251	8.9	25.9	-4.9	-73.96796	38.01751	17236.1
251	9.4	27.0	-5.8	-73.96765	38.01760	17241.9
251	8.7	24.3	-5.7	-73.96734	38.01768	17247.7
251	8.6	24.3	-5.8	-73.96704	38.01777	17253.4
251	8.4	24.2	-5.8	-73.96673	38.01785	17259.2
251	8.4	24.0	-5.9	-73.96642	38.01793	17264.9
252	8.1	22.1	-3.9	-73.96622	38.01797	17265.8
252	8.9	22.2	-5.0	-73.96597	38.01803	17270.9
252	8.9	24.0	-6.0	-73.96571	38.01811	17278.1
252	8.7	25.6	-4.6	-73.96543	38.01819	17283.4
252	8.3	26.9	-4.4	-73.96513	38.01828	17287.5
252	7.9	26.6	-5.6	-73.96482	38.01835	17293.3
253	7.4	25.7	-5.5	-73.96451	38.01842	17299.1
253	6.9	25.2	-4.7	-73.96423	38.01848	17303.8
253	6.8	25.7	-5.1	-73.96395	38.01854	17309.3
253	8.1	24.4	-5.2	-73.96366	38.01860	17314.4
253	8.1	24.4	-5.2	-73.96336	38.01866	17319.5
253	8.3	27.9	-4.9	-73.96302	38.01875	17324.6
253	8.9	26.3	-5.6	-73.96270	38.01883	17329.6
254	9.0	24.8	-5.4	-73.96241	38.01890	17335.6
254	8.4	24.2	-4.9	-73.96213	38.01897	17340.3
254	7.6	25.3	-5.4	-73.96186	38.01904	17345.5
254	6.9	27.3	-5.5	-73.96156	38.01910	17351.3
255	6.3	28.5	-4.1	-73.96124	38.01916	17354.9
255	6.4	28.5	-4.4	-73.96091	38.01922	17358.9
255	6.2	27.1	-5.5	-73.96059	38.01928	17364.1
255	6.3	25.5	-5.5	-73.96030	38.01934	17369.3
255	6.4	24.6	-4.7	-73.96001	38.01939	17374.3
255	6.9	25.5	-5.4	-73.95973	38.01946	17379.4
256	7.1	26.9	-6.1	-73.95943	38.01952	17385.6
256	7.5	25.9	-5.2	-73.95913	38.01958	17391.7
256	7.5	26.1	-5.2	-73.95882	38.01964	17397.8
256	7.4	26.2	-5.1	-73.95852	38.01971	17404.0
256	6.3	26.1	-5.3	-73.95818	38.01976	17410.1
256	6.2	25.5	-4.4	-73.95787	38.01982	17414.2
256	6.1	26.2	-5.0	-73.95758	38.01988	17418.8
256	7.0	26.2	-5.1	-73.95728	38.01994	17423.8
256	7.1	26.2	-5.1	-73.95698	38.01999	17428.7
256	7.1	26.3	-5.1	-73.95669	38.02005	17433.7
256	7.1	26.3	-5.1	-73.95639	38.02010	17438.7
257	6.7	24.4	-5.2	-73.95607	38.02020	17445.6
257	6.9	23.5	-4.6	-73.95579	38.02026	17450.5
257	6.8	24.6	-5.6	-73.95551	38.02031	17454.6
257	6.8	26.2	-5.1	-73.95521	38.02038	17459.8
258	6.3	27.3	-4.6	-73.95491	38.02043	17464.7
258	5.7	26.9	-5.5	-73.95461	38.02048	17469.3
258	5.1	25.6	-5.5	-73.95432	38.02053	17474.6
259	4.5	24.8	-4.5	-73.95403	38.02058	17479.5
259	3.6	24.6	-4.4	-73.95375	38.02061	17483.7
259	3.0	25.4	-5.3	-73.95347	38.02064	17489.2
259	3.0	26.5	-5.0	-73.95317	38.02066	17494.2
259	3.2	26.7	-4.8	-73.95287	38.02069	17498.6
259	3.7	25.4	-5.4	-73.95258	38.02072	17503.4
260	4.3	23.7	-5.8	-73.95230	38.02076	17509.3
260	4.5	22.7	-4.3	-73.95204	38.02079	17513.9
260	5.0	23.3	-4.7	-73.95177	38.02084	17518.8
259	5.1	25.2	-5.0	-73.95151	38.02088	17523.5
259	5.1	25.2	-5.0	-73.95124	38.02093	17528.2
259	5.0	25.2	-5.0	-73.95098	38.02097	17532.9
259	5.2	27.2	-5.0	-73.95057	38.02100	17540.7
259	5.0	25.2	-5.0	-73.95026	38.02105	17545.7
259	5.5	23.4	-5.3	-73.94998	38.02110	17552.1
259	5.0	22.5	-3.7	-73.94971	38.02114	17556.1
259	4.5	23.4	-4.5	-73.94944	38.02119	17560.3
259	4.9	24.9	-4.9	-73.94918	38.02123	17564.8
259	4.8	25.0	-4.9	-73.94891	38.02127	17569.2
259	4.6	25.0	-4.9	-73.94864	38.02131	17573.7
259	4.5	25.0	-4.9	-73.94838	38.02135	17578.2
259	4.3	24.9	-6.6	-73.94798	38.02136	17589.5
260	4.7	23.3	-4.8	-73.94769	38.02140	17594.1
260	5.3	22.5	-4.8	-73.94742	38.02143	17598.9
260	5.2	24.0	-6.0	-73.94715	38.02148	17604.9
260	4.9	25.5	-5.5	-73.94688	38.02152	17609.8
261	4.2	26.8	-4.0	-73.94658	38.02155	17614.0
261	3.8	26.8	-4.6	-73.94628	38.02159	17619.0
261	3.4	25.2	-5.8	-73.94599	38.02162	17624.3
262	3.2	24.1	-5.1	-73.94572	38.02165	17630.1
262	2.9	23.3	-4.9	-73.94546	38.02168	17635.6
262	2.5	24.4	-5.5	-73.94519	38.02170	17641.0
262	4.3	24.5	-5.1	-73.94491	38.02172	17646.5
262	4.3	24.5	-5.1	-73.94463	38.02175	17651.9
262	4.3	24.5	-5.1	-73.94436	38.02177	17657.4
262	4.3	24.5	-5.1	-73.94408	38.02179	17662.9
262	5.5	24.4	-6.0	-73.94370	38.02186	17668.8
263	5.4	23.5	-4.8	-73.94343	38.02192	17672.6
263	3.9	24.0	-5.3	-73.94316	38.02197	17677.5
263	1.9	25.6	-5.9	-73.94287	38.02200	17684.2
263	0.6	26.7	-4.8	-73.94257	38.02201	17689.8
263	3.9	24.7	-5.3	-73.94227	38.02202	17694.5
263	3.9	24.7	-5.3	-73.94197	38.02202	17699.3
262	3.9	24.7	-5.3	-73.94166	38.02203	17704.1
262	5.2	24.6	-4.7	-73.94138	38.02210	17708.0
262	4.7	23.4	-5.1	-73.94110	38.02215	17713.8
263	2.3	23.2	-6.0	-73.94084	38.02217	17721.4
263	3.7	24.7	-5.2	-73.94058	38.02219	17727.4
263	3.6	24.8	-5.2	-73.94031	38.02221	17733.4
263	3.5	24.7	-5.2	-73.94005	38.02223	17739.3
263	3.5	24.7	-5.2	-73.93979	38.02225	17745.3
263	3.5	25.3	-4.7	-73.93946	38.02222	17745.2
264	4.1	26.1	-4.5	-73.93917	38.02224	17748.9
264	3.1	26.8	-5.1	-73.93888	38.02226	17754.4
