P	T	Dewp.	Hu	Wd	Ws	Alt	Lat.	Long.	Time
144.8	-56.1	-69.1	16	263	48.1	13763.0	37.991367	-74.257893	42.43333333333333
144.7	-56.1	-69.1	16	263	48.0	13768.0	37.991428	-74.257355	42.45
144.6	-56.1	-69.1	17	263	48.0	13774.0	37.991488	-74.256818	42.46666666666667
144.5	-56.1	-69.1	17	263	47.9	13779.0	37.991549	-74.25628	42.483333333333334
144.3	-56.2	-69.1	17	263	47.8	13784.0	37.991609	-74.255742	42.5
144.2	-56.2	-69.1	17	263	47.8	13789.0	37.991669	-74.255204	42.516666666666666
144.1	-56.2	-69.1	17	263	47.9	13794.0	37.991730	-74.254666	42.53333333333333
144.0	-56.2	-69.1	17	263	47.9	13799.0	37.991790	-74.254129	42.55
143.9	-56.2	-69.1	17	263	47.9	13804.0	37.991850	-74.253591	42.56666666666667
143.8	-56.2	-69.0	17	263	48.0	13809.0	37.991911	-74.253053	42.583333333333336
143.7	-56.3	-69.0	17	263	48.0	13814.0	37.991971	-74.252515	42.6
143.5	-56.3	-69.0	17	263	48.0	13819.0	37.992031	-74.251977	42.61666666666667
143.4	-56.3	-69.0	17	263	48.1	13824.0	37.992092	-74.25144	42.63333333333333
143.3	-56.3	-69.0	17	263	48.1	13829.0	37.992152	-74.250902	42.65
143.2	-56.3	-69.1	17	263	48.1	13835.0	37.992213	-74.250364	42.666666666666664
143.1	-56.3	-69.1	17	263	48.2	13839.0	37.992263	-74.249815	42.68333333333333
143.0	-56.3	-69.1	17	263	48.2	13844.0	37.992311	-74.249263	42.7
142.9	-56.3	-69.2	17	263	48.3	13849.0	37.992360	-74.248712	42.71666666666667
142.8	-56.3	-69.2	17	263	48.3	13854.0	37.992408	-74.248161	42.733333333333334
142.7	-56.4	-69.2	17	263	48.3	13858.0	37.992457	-74.24761	42.75
142.6	-56.4	-69.3	17	263	48.4	13863.0	37.992506	-74.247058	42.766666666666666
142.4	-56.4	-69.3	17	263	48.4	13868.0	37.992554	-74.246507	42.78333333333333
142.3	-56.4	-69.3	17	263	48.4	13873.0	37.992603	-74.245956	42.8
142.2	-56.4	-69.4	17	263	48.5	13877.0	37.992651	-74.245405	42.81666666666667
142.1	-56.5	-69.4	17	263	48.5	13882.0	37.992700	-74.244854	42.833333333333336
142.0	-56.5	-69.4	16	263	48.5	13887.0	37.992748	-74.244302	42.85
141.9	-56.5	-69.5	16	263	48.5	13892.0	37.992797	-74.243751	42.86666666666667
141.8	-56.5	-69.5	16	263	48.5	13896.0	37.992845	-74.2432	42.88333333333333
141.7	-56.6	-69.5	16	263	48.5	13901.0	37.992894	-74.242649	42.9
141.6	-56.6	-69.6	16	263	48.5	13906.0	37.992942	-74.242097	42.916666666666664
141.5	-56.6	-69.6	16	263	48.5	13911.0	37.992991	-74.241546	42.93333333333333
141.4	-56.6	-69.6	16	263	48.5	13915.0	37.993039	-74.240995	42.95
141.3	-56.7	-69.7	16	263	48.5	13920.0	37.993088	-74.240444	42.96666666666667
141.2	-56.7	-69.7	16	263	48.5	13925.0	37.993137	-74.239892	42.983333333333334
141.1	-56.7	-69.7	16	263	48.5	13930.0	37.993185	-74.239341	43.0
141.0	-56.7	-69.8	16	263	48.5	13934.0	37.993234	-74.23879	43.016666666666666
140.9	-56.7	-69.9	16	263	48.5	13939.0	37.993282	-74.238239	43.03333333333333
140.8	-56.7	-69.9	16	263	48.5	13944.0	37.993331	-74.237687	43.05
140.7	-56.8	-70.0	16	263	48.5	13949.0	37.993379	-74.237136	43.06666666666667
140.5	-56.8	-70.0	16	263	48.5	13953.0	37.993428	-74.236585	43.083333333333336
140.4	-56.8	-70.1	16	263	48.5	13958.0	37.993476	-74.236034	43.1
140.3	-56.8	-70.1	15	263	48.5	13963.0	37.993525	-74.235482	43.11666666666667
140.2	-56.8	-70.2	15	263	48.5	13968.0	37.993573	-74.234931	43.13333333333333
140.1	-56.8	-70.2	15	263	48.5	13972.0	37.993622	-74.23438	43.15
140.0	-56.8	-70.2	15	263	48.5	13977.0	37.993670	-74.233829	43.166666666666664
139.9	-56.8	-70.2	15	263	48.6	13982.0	37.993715	-74.233279	43.18333333333333
139.8	-56.8	-70.3	15	263	48.6	13987.0	37.993751	-74.232733	43.2
139.7	-56.8	-70.3	15	263	48.6	13992.0	37.993787	-74.232188	43.21666666666667
139.6	-56.8	-70.3	15	263	48.7	13997.0	37.993823	-74.231642	43.233333333333334
139.5	-56.8	-70.3	15	263	48.7	14002.0	37.993859	-74.231096	43.25
139.4	-56.8	-70.3	15	263	48.8	14007.0	37.993895	-74.23055	43.266666666666666
139.3	-56.8	-70.3	15	263	48.8	14013.0	37.993932	-74.230004	43.28333333333333
139.1	-56.8	-70.3	15	263	48.9	14018.0	37.993968	-74.229459	43.3
139.0	-56.8	-70.3	15	263	48.9	14023.0	37.994004	-74.228913	43.31666666666667
138.9	-56.8	-70.4	15	263	49.0	14028.0	37.994040	-74.228367	43.333333333333336
138.8	-56.8	-70.4	15	263	49.0	14033.0	37.994076	-74.227821	43.35
138.7	-56.8	-70.4	15	263	49.1	14038.0	37.994112	-74.227276	43.36666666666667
138.6	-56.9	-70.4	15	263	49.1	14043.0	37.994148	-74.22673	43.38333333333333
138.5	-56.9	-70.5	15	263	49.1	14048.0	37.994185	-74.226184	43.4
138.4	-56.9	-70.5	15	263	49.2	14053.0	37.994221	-74.225638	43.416666666666664
138.3	-56.9	-70.5	15	263	49.2	14058.0	37.994257	-74.225092	43.43333333333333
138.1	-56.9	-70.5	15	263	49.3	14063.0	37.994293	-74.224547	43.45
138.0	-56.9	-70.5	15	263	49.3	14068.0	37.994329	-74.224001	43.46666666666667
137.9	-56.9	-70.5	15	263	49.4	14073.0	37.994365	-74.223455	43.483333333333334
137.8	-56.9	-70.5	15	263	49.4	14078.0	37.994401	-74.222909	43.5
137.7	-56.9	-70.6	15	263	49.3	14084.0	37.994437	-74.222363	43.516666666666666
137.6	-56.9	-70.6	15	263	49.3	14089.0	37.994474	-74.221818	43.53333333333333
137.5	-56.9	-70.6	15	263	49.2	14094.0	37.994510	-74.221272	43.55
137.4	-56.9	-70.6	15	263	49.1	14099.0	37.994546	-74.220726	43.56666666666667
137.3	-56.9	-70.6	15	263	49.0	14104.0	37.994582	-74.22018	43.583333333333336
137.2	-56.9	-70.6	15	263	48.9	14109.0	37.994618	-74.219635	43.6
137.0	-56.9	-70.6	15	263	48.8	14114.0	37.994654	-74.219089	43.61666666666667
136.9	-56.9	-70.6	15	263	48.7	14119.0	37.994690	-74.218543	43.63333333333333
136.8	-56.9	-70.6	15	263	48.7	14124.0	37.994727	-74.217997	43.65
136.7	-56.9	-70.6	15	263	48.6	14129.0	37.994763	-74.217451	43.666666666666664
136.6	-56.9	-70.6	15	263	48.5	14134.0	37.994802	-74.216918	43.68333333333333
136.5	-56.9	-70.6	15	263	48.4	14139.0	37.994853	-74.216426	43.7
136.4	-56.9	-70.6	15	263	48.3	14144.0	37.994904	-74.215934	43.71666666666667
136.3	-56.9	-70.6	15	263	48.2	14149.0	37.994956	-74.215442	43.733333333333334
136.2	-56.9	-70.6	15	263	48.2	14155.0	37.995007	-74.21495	43.75
136.1	-56.9	-70.6	15	263	48.1	14160.0	37.995058	-74.214457	43.766666666666666
136.0	-56.9	-70.6	15	263	48.0	14165.0	37.995109	-74.213965	43.78333333333333
135.9	-57.0	-70.7	15	263	47.9	14170.0	37.995160	-74.213473	43.8
135.7	-57.0	-70.7	15	263	47.8	14175.0	37.995211	-74.212981	43.81666666666667
135.6	-57.0	-70.7	15	263	47.7	14180.0	37.995262	-74.212489	43.833333333333336
135.5	-57.0	-70.7	15	263	47.4	14185.0	37.995313	-74.211997	43.85
135.4	-57.0	-70.8	14	263	47.1	14190.0	37.995365	-74.211505	43.86666666666667
135.3	-57.1	-70.8	14	263	46.8	14195.0	37.995416	-74.211013	43.88333333333333
135.2	-57.1	-70.8	14	263	46.5	14200.0	37.995467	-74.210521	43.9
135.1	-57.1	-70.8	14	263	46.2	14205.0	37.995518	-74.210029	43.916666666666664
135.0	-57.1	-70.8	14	263	45.9	14211.0	37.995569	-74.209537	43.93333333333333
134.9	-57.1	-70.9	14	263	45.6	14216.0	37.995620	-74.209045	43.95
134.8	-57.2	-70.9	14	262	45.3	14221.0	37.995671	-74.208553	43.96666666666667
134.7	-57.2	-70.9	14	262	45.0	14226.0	37.995722	-74.208061	43.983333333333334
134.6	-57.2	-71.0	14	262	44.7	14231.0	37.995774	-74.207568	44.0
134.4	-57.2	-71.0	14	262	44.4	14236.0	37.995825	-74.207076	44.016666666666666
134.3	-57.3	-71.1	14	262	44.1	14241.0	37.995876	-74.206584	44.03333333333333
134.2	-57.3	-71.1	14	262	43.8	14246.0	37.995927	-74.206092	44.05
134.1	-57.3	-71.2	14	262	43.5	14251.0	37.995978	-74.2056	44.06666666666667
134.0	-57.3	-71.3	14	262	43.2	14256.0	37.996029	-74.205108	44.083333333333336
133.9	-57.3	-71.3	14	262	42.9	14261.0	37.996080	-74.204616	44.1
133.8	-57.4	-71.4	14	262	42.6	14267.0	37.996132	-74.204124	44.11666666666667
133.7	-57.4	-71.4	14	261	42.3	14272.0	37.996183	-74.203632	44.13333333333333
133.6	-57.4	-71.5	14	261	42.0	14277.0	37.996234	-74.20314	44.15
133.5	-57.4	-71.5	14	261	41.7	14282.0	37.996285	-74.202648	44.166666666666664
133.4	-57.5	-71.5	14	261	41.7	14287.0	37.996336	-74.202156	44.18333333333333
133.3	-57.5	-71.6	14	261	41.7	14292.0	37.996387	-74.201664	44.2
133.2	-57.5	-71.6	14	261	41.7	14297.0	37.996445	-74.201192	44.21666666666667
133.1	-57.5	-71.7	13	261	41.6	14302.0	37.996509	-74.200737	44.233333333333334
133.0	-57.6	-71.7	13	261	41.6	14307.0	37.996572	-74.200281	44.25
132.9	-57.6	-71.8	13	261	41.6	14312.0	37.996635	-74.199826	44.266666666666666
132.8	-57.6	-71.8	13	261	41.6	14316.0	37.996699	-74.19937	44.28333333333333
132.7	-57.6	-71.8	13	260	41.6	14321.0	37.996762	-74.198915	44.3
132.5	-57.6	-71.9	13	260	41.6	14326.0	37.996826	-74.19846	44.31666666666667
132.4	-57.7	-71.9	13	260	41.6	14331.0	37.996889	-74.198004	44.333333333333336
132.3	-57.7	-71.9	13	260	41.6	14336.0	37.996953	-74.197549	44.35
132.2	-57.7	-71.9	13	260	41.6	14341.0	37.997016	-74.197093	44.36666666666667
132.1	-57.7	-71.9	13	260	41.6	14346.0	37.997079	-74.196638	44.38333333333333
132.0	-57.8	-72.0	13	260	41.6	14351.0	37.997143	-74.196183	44.4
131.9	-57.8	-72.0	13	260	41.6	14355.0	37.997206	-74.195727	44.416666666666664
131.8	-57.8	-72.0	13	260	41.6	14360.0	37.997270	-74.195272	44.43333333333333
131.7	-57.8	-72.1	13	260	41.6	14365.0	37.997333	-74.194816	44.45
131.6	-57.9	-72.1	13	259	41.6	14370.0	37.997396	-74.194361	44.46666666666667
131.5	-57.9	-72.1	13	259	41.5	14375.0	37.997460	-74.193906	44.483333333333334
131.4	-57.9	-72.1	13	259	41.5	14380.0	37.997523	-74.19345	44.5
131.3	-57.9	-72.1	13	259	41.5	14385.0	37.997587	-74.192995	44.516666666666666
131.2	-57.9	-72.1	13	259	41.5	14389.0	37.997650	-74.192539	44.53333333333333
131.1	-58.0	-72.2	13	259	41.5	14394.0	37.997714	-74.192084	44.55
131.0	-58.0	-72.2	13	259	41.5	14399.0	37.997777	-74.191629	44.56666666666667
130.9	-58.0	-72.2	13	259	41.5	14404.0	37.997840	-74.191173	44.583333333333336
130.8	-58.0	-72.3	13	259	41.5	14409.0	37.997904	-74.190718	44.6
130.7	-58.0	-72.4	13	259	41.5	14414.0	37.997967	-74.190262	44.61666666666667
130.6	-58.1	-72.4	13	259	41.5	14419.0	37.998031	-74.189807	44.63333333333333
130.5	-58.1	-72.5	13	259	41.4	14423.0	37.998094	-74.189352	44.65
130.4	-58.1	-72.5	13	259	41.4	14428.0	37.998157	-74.188896	44.666666666666664
130.3	-58.1	-72.6	13	259	41.4	14433.0	37.998221	-74.188441	44.68333333333333
130.2	-58.1	-72.6	13	259	41.4	14438.0	37.998284	-74.187985	44.7
130.1	-58.1	-72.6	12	259	41.4	14443.0	37.998354	-74.187531	44.71666666666667
130.0	-58.1	-72.7	12	259	41.4	14448.0	37.998432	-74.187077	44.733333333333334
129.9	-58.1	-72.7	12	259	41.4	14453.0	37.998511	-74.186623	44.75
129.8	-58.1	-72.8	12	259	41.4	14458.0	37.998589	-74.186169	44.766666666666666
129.7	-58.1	-72.8	12	259	41.4	14463.0	37.998668	-74.185715	44.78333333333333
129.6	-58.1	-72.8	12	259	41.3	14468.0	37.998746	-74.185261	44.8
129.5	-58.1	-72.8	12	259	41.3	14473.0	37.998824	-74.184807	44.81666666666667
129.4	-58.1	-72.8	12	259	41.3	14478.0	37.998903	-74.184354	44.833333333333336
129.3	-58.1	-72.8	12	259	41.3	14483.0	37.998981	-74.1839	44.85
129.2	-58.1	-72.8	12	259	41.2	14488.0	37.999060	-74.183446	44.86666666666667
129.1	-58.1	-72.8	12	259	41.1	14493.0	37.999138	-74.182992	44.88333333333333
129.0	-58.1	-72.8	12	258	41.1	14498.0	37.999217	-74.182538	44.9
128.9	-58.1	-72.8	12	258	41.0	14503.0	37.999295	-74.182084	44.916666666666664
128.8	-58.2	-72.8	12	258	40.9	14508.0	37.999374	-74.18163	44.93333333333333
128.7	-58.2	-72.8	12	258	40.9	14513.0	37.999452	-74.181177	44.95
128.6	-58.2	-72.8	12	258	40.8	14518.0	37.999531	-74.180723	44.96666666666667
128.5	-58.2	-72.8	12	258	40.8	14523.0	37.999609	-74.180269	44.983333333333334
128.4	-58.1	-72.8	12	258	40.7	14528.0	37.999688	-74.179815	45.0
128.3	-58.1	-72.8	12	258	40.6	14533.0	37.999766	-74.179361	45.016666666666666
128.2	-58.1	-72.8	12	258	40.6	14538.0	37.999844	-74.178907	45.03333333333333
128.1	-58.1	-72.8	12	258	40.5	14543.0	37.999923	-74.178453	45.05
128.0	-58.1	-72.8	12	257	40.5	14548.0	38.000001	-74.177999	45.06666666666667
127.9	-58.1	-72.8	12	257	40.4	14553.0	38.000080	-74.177546	45.083333333333336
127.8	-58.1	-72.8	12	257	40.3	14558.0	38.000158	-74.177092	45.1
127.7	-58.0	-72.9	12	257	40.3	14563.0	38.000237	-74.176638	45.11666666666667
127.6	-58.0	-72.9	12	257	40.2	14568.0	38.000315	-74.176184	45.13333333333333
127.5	-58.0	-72.9	12	257	40.2	14573.0	38.000394	-74.17573	45.15
127.4	-58.0	-73.0	12	257	40.1	14578.0	38.000472	-74.175276	45.166666666666664
127.3	-58.0	-73.0	12	257	40.2	14583.0	38.000551	-74.174822	45.18333333333333
127.2	-58.0	-73.0	12	257	40.3	14588.0	38.000629	-74.174368	45.2
127.1	-57.9	-73.1	11	257	40.3	14593.0	38.000708	-74.173915	45.21666666666667
127.0	-57.9	-73.1	11	257	40.4	14598.0	38.000784	-74.173453	45.233333333333334
126.9	-57.9	-73.1	11	257	40.5	14603.0	38.000859	-74.172977	45.25
126.8	-57.9	-73.2	11	257	40.6	14608.0	38.000933	-74.172501	45.266666666666666
126.7	-57.9	-73.2	11	257	40.7	14613.0	38.001007	-74.172025	45.28333333333333
126.6	-57.9	-73.2	11	257	40.8	14618.0	38.001081	-74.171549	45.3
126.5	-57.9	-73.2	11	257	40.8	14623.0	38.001155	-74.171073	45.31666666666667
126.4	-57.9	-73.3	11	257	40.9	14628.0	38.001229	-74.170597	45.333333333333336
126.3	-57.9	-73.3	11	257	41.0	14633.0	38.001303	-74.170121	45.35
126.2	-57.8	-73.3	11	257	41.1	14638.0	38.001377	-74.169645	45.36666666666667
126.1	-57.8	-73.3	11	257	41.2	14643.0	38.001451	-74.169169	45.38333333333333
126.0	-57.8	-73.3	11	257	41.3	14648.0	38.001525	-74.168693	45.4
125.9	-57.8	-73.3	11	257	41.4	14653.0	38.001599	-74.168217	45.416666666666664
125.8	-57.8	-73.3	11	257	41.4	14658.0	38.001673	-74.167741	45.43333333333333
125.7	-57.8	-73.3	11	257	41.5	14663.0	38.001747	-74.167265	45.45
125.6	-57.8	-73.3	11	257	41.6	14668.0	38.001821	-74.166789	45.46666666666667
125.5	-57.8	-73.3	11	257	41.7	14673.0	38.001895	-74.166313	45.483333333333334
125.4	-57.8	-73.3	11	258	41.8	14678.0	38.001970	-74.165837	45.5
125.3	-57.8	-73.3	11	258	41.9	14683.0	38.002044	-74.165361	45.516666666666666
125.2	-57.7	-73.3	11	258	42.0	14688.0	38.002118	-74.164885	45.53333333333333
125.1	-57.7	-73.3	11	258	42.1	14693.0	38.002192	-74.164409	45.55
125.0	-57.7	-73.3	11	258	42.2	14698.0	38.002266	-74.163933	45.56666666666667
124.9	-57.7	-73.2	11	258	42.3	14703.0	38.002340	-74.163457	45.583333333333336
124.8	-57.7	-73.2	11	258	42.4	14708.0	38.002414	-74.162981	45.6
124.7	-57.7	-73.2	11	258	42.5	14713.0	38.002488	-74.162505	45.61666666666667
124.6	-57.6	-73.2	11	258	42.6	14718.0	38.002562	-74.162029	45.63333333333333
124.5	-57.6	-73.2	11	258	42.7	14723.0	38.002636	-74.161552	45.65
124.4	-57.6	-73.2	11	258	42.8	14728.0	38.002710	-74.161076	45.666666666666664
124.3	-57.6	-73.2	11	258	42.9	14733.0	38.002784	-74.1606	45.68333333333333
124.2	-57.6	-73.2	11	258	43.0	14738.0	38.002858	-74.160124	45.7
124.1	-57.5	-73.3	11	258	43.1	14743.0	38.002932	-74.159648	45.71666666666667
124.0	-57.5	-73.3	11	258	43.2	14748.0	38.003002	-74.159169	45.733333333333334
123.9	-57.5	-73.3	10	258	43.3	14753.0	38.003072	-74.158689	45.75
123.8	-57.5	-73.3	10	258	43.4	14758.0	38.003142	-74.158209	45.766666666666666
123.7	-57.5	-73.3	10	258	43.5	14763.0	38.003212	-74.157729	45.78333333333333
123.6	-57.5	-73.3	10	258	43.6	14768.0	38.003282	-74.157249	45.8
123.5	-57.4	-73.4	10	258	43.7	14773.0	38.003352	-74.156769	45.81666666666667
123.4	-57.4	-73.4	10	258	43.8	14778.0	38.003422	-74.156289	45.833333333333336
123.3	-57.4	-73.4	10	258	43.8	14783.0	38.003492	-74.155809	45.85
123.2	-57.4	-73.5	10	258	43.8	14788.0	38.003561	-74.155329	45.86666666666667
123.1	-57.4	-73.5	10	258	43.8	14793.0	38.003631	-74.154849	45.88333333333333
123.0	-57.4	-73.5	10	258	43.8	14798.0	38.003701	-74.154369	45.9
122.9	-57.4	-73.5	10	258	43.8	14803.0	38.003771	-74.153889	45.916666666666664
122.8	-57.3	-73.5	10	258	43.8	14808.0	38.003841	-74.153409	45.93333333333333
122.7	-57.3	-73.5	10	258	43.8	14813.0	38.003911	-74.152929	45.95
122.6	-57.3	-73.5	10	258	43.8	14818.0	38.003981	-74.152449	45.96666666666667
122.6	-57.2	-73.5	10	258	43.8	14823.0	38.004051	-74.151969	45.983333333333334
122.5	-57.2	-73.5	10	258	43.8	14828.0	38.004120	-74.151489	46.0
122.4	-57.2	-73.5	10	258	43.8	14833.0	38.004190	-74.151009	46.016666666666666
122.3	-57.1	-73.5	10	258	43.8	14838.0	38.004260	-74.150529	46.03333333333333
122.2	-57.1	-73.5	10	258	43.8	14843.0	38.004330	-74.15005	46.05
122.1	-57.1	-73.4	10	258	43.8	14848.0	38.004400	-74.14957	46.06666666666667
122.0	-57.0	-73.4	10	258	43.8	14853.0	38.004470	-74.14909	46.083333333333336
121.9	-57.0	-73.4	10	258	43.8	14858.0	38.004540	-74.14861	46.1
121.8	-56.9	-73.4	10	258	43.8	14863.0	38.004610	-74.14813	46.11666666666667
121.7	-56.9	-73.4	10	258	43.8	14868.0	38.004679	-74.14765	46.13333333333333
121.6	-56.9	-73.4	10	258	43.8	14873.0	38.004749	-74.14717	46.15
121.5	-56.9	-73.3	10	259	43.8	14878.0	38.004819	-74.14669	46.166666666666664
121.4	-56.8	-73.3	10	259	43.7	14883.0	38.004889	-74.14621	46.18333333333333
121.3	-56.8	-73.3	10	259	43.6	14888.0	38.004959	-74.14573	46.2
121.2	-56.8	-73.3	9	259	43.6	14893.0	38.005029	-74.14525	46.21666666666667
121.1	-56.8	-73.3	9	259	43.5	14898.0	38.005099	-74.14477	46.233333333333334
121.0	-56.8	-73.3	9	260	43.4	14903.0	38.005150	-74.144277	46.25
120.9	-56.7	-73.3	9	260	43.3	14908.0	38.005190	-74.143777	46.266666666666666
120.8	-56.7	-73.3	9	260	43.3	14913.0	38.005230	-74.143276	46.28333333333333
120.7	-56.7	-73.3	9	260	43.2	14918.0	38.005270	-74.142775	46.3
120.6	-56.7	-73.3	9	261	43.1	14923.0	38.005310	-74.142274	46.31666666666667
120.6	-56.7	-73.3	9	261	43.1	14928.0	38.005349	-74.141773	46.333333333333336
120.5	-56.7	-73.3	9	261	43.0	14933.0	38.005389	-74.141272	46.35
120.4	-56.7	-73.3	9	261	42.9	14938.0	38.005429	-74.140771	46.36666666666667
120.3	-56.6	-73.3	9	262	42.9	14942.0	38.005469	-74.14027	46.38333333333333
120.2	-56.6	-73.2	9	262	42.8	14947.0	38.005509	-74.13977	46.4
120.1	-56.6	-73.2	9	262	42.7	14952.0	38.005548	-74.139269	46.416666666666664
120.0	-56.6	-73.2	9	262	42.7	14957.0	38.005588	-74.138768	46.43333333333333
119.9	-56.6	-73.1	9	263	42.6	14962.0	38.005628	-74.138267	46.45
119.8	-56.6	-73.1	10	263	42.6	14967.0	38.005668	-74.137766	46.46666666666667
119.7	-56.6	-73.1	10	263	42.5	14972.0	38.005708	-74.137265	46.483333333333334
119.6	-56.6	-73.1	10	263	42.4	14977.0	38.005747	-74.136764	46.5
119.5	-56.6	-73.1	10	263	42.6	14982.0	38.005787	-74.136263	46.516666666666666
119.4	-56.6	-73.1	10	263	42.8	14987.0	38.005827	-74.135763	46.53333333333333
119.3	-56.6	-73.1	10	263	43.0	14992.0	38.005867	-74.135262	46.55
119.2	-56.6	-73.1	10	263	43.2	14997.0	38.005907	-74.134761	46.56666666666667
119.2	-56.6	-73.1	10	263	43.4	15002.0	38.005946	-74.13426	46.583333333333336
119.1	-56.6	-73.1	10	263	43.6	15007.0	38.005986	-74.133759	46.6
119.0	-56.6	-73.1	10	263	43.8	15012.0	38.006026	-74.133258	46.61666666666667
118.9	-56.6	-73.1	10	263	44.0	15017.0	38.006066	-74.132757	46.63333333333333
118.8	-56.6	-73.1	10	264	44.1	15022.0	38.006106	-74.132256	46.65
118.7	-56.6	-73.2	10	264	44.3	15027.0	38.006145	-74.131756	46.666666666666664
118.6	-56.6	-73.2	9	264	44.5	15032.0	38.006185	-74.131255	46.68333333333333
118.5	-56.6	-73.2	9	264	44.7	15037.0	38.006225	-74.130754	46.7
118.4	-56.7	-73.2	9	264	44.9	15042.0	38.006265	-74.130253	46.71666666666667
118.3	-56.7	-73.3	9	264	45.1	15047.0	38.006305	-74.129752	46.733333333333334
118.2	-56.7	-73.3	9	264	45.3	15051.0	38.006344	-74.129246	46.75
118.1	-56.7	-73.3	9	264	45.5	15056.0	38.006381	-74.128728	46.766666666666666
118.1	-56.7	-73.3	9	264	45.7	15061.0	38.006418	-74.12821	46.78333333333333
118.0	-56.7	-73.4	9	264	45.9	15066.0	38.006456	-74.127692	46.8
117.9	-56.8	-73.4	9	264	46.0	15071.0	38.006493	-74.127174	46.81666666666667
117.8	-56.8	-73.4	9	264	46.2	15076.0	38.006530	-74.126656	46.833333333333336
117.7	-56.8	-73.4	9	264	46.2	15081.0	38.006568	-74.126138	46.85
117.6	-56.9	-73.5	9	264	46.2	15085.0	38.006605	-74.12562	46.86666666666667
117.5	-56.9	-73.5	9	264	46.2	15090.0	38.006642	-74.125102	46.88333333333333
117.4	-56.9	-73.5	9	264	46.2	15095.0	38.006680	-74.124584	46.9
117.3	-56.9	-73.6	9	264	46.2	15100.0	38.006717	-74.124066	46.916666666666664
117.2	-57.0	-73.6	9	264	46.2	15105.0	38.006754	-74.123548	46.93333333333333
117.2	-57.0	-73.6	9	264	46.2	15110.0	38.006792	-74.12303	46.95
117.1	-57.0	-73.6	9	264	46.2	15114.0	38.006829	-74.122512	46.96666666666667
117.0	-57.0	-73.6	9	264	46.2	15119.0	38.006866	-74.121994	46.983333333333334
116.9	-57.0	-73.7	9	264	46.2	15124.0	38.006904	-74.121476	47.0
116.8	-57.0	-73.7	9	264	46.2	15129.0	38.006941	-74.120958	47.016666666666666
116.7	-57.0	-73.7	9	264	46.2	15134.0	38.006978	-74.12044	47.03333333333333
116.6	-57.0	-73.7	9	264	46.2	15139.0	38.007016	-74.119922	47.05
116.5	-57.1	-73.7	9	264	46.2	15144.0	38.007053	-74.119404	47.06666666666667
116.4	-57.1	-73.8	9	264	46.2	15148.0	38.007091	-74.118886	47.083333333333336
116.4	-57.1	-73.8	9	264	46.2	15153.0	38.007128	-74.118368	47.1
116.3	-57.1	-73.8	9	264	46.2	15158.0	38.007165	-74.11785	47.11666666666667
116.2	-57.1	-73.9	9	264	46.2	15163.0	38.007203	-74.117332	47.13333333333333
116.1	-57.1	-73.9	9	264	46.2	15168.0	38.007240	-74.116814	47.15
116.0	-57.1	-73.9	9	264	46.2	15173.0	38.007277	-74.116296	47.166666666666664
115.9	-57.2	-74.0	9	264	46.2	15177.0	38.007315	-74.115778	47.18333333333333
115.8	-57.2	-74.0	9	264	46.2	15182.0	38.007352	-74.11526	47.2
115.7	-57.2	-74.1	9	264	46.2	15187.0	38.007389	-74.114742	47.21666666666667
115.6	-57.2	-74.1	9	264	46.2	15192.0	38.007427	-74.114224	47.233333333333334
115.6	-57.2	-74.2	9	264	46.2	15197.0	38.007463	-74.113706	47.25
115.5	-57.2	-74.2	9	264	46.2	15202.0	38.007493	-74.113191	47.266666666666666
115.4	-57.2	-74.2	9	264	46.2	15207.0	38.007524	-74.112675	47.28333333333333
115.3	-57.3	-74.3	9	264	46.2	15212.0	38.007554	-74.112159	47.3
115.2	-57.3	-74.3	9	264	46.2	15217.0	38.007585	-74.111644	47.31666666666667
115.1	-57.3	-74.3	9	264	46.2	15222.0	38.007616	-74.111128	47.333333333333336
115.0	-57.3	-74.4	9	264	46.2	15227.0	38.007646	-74.110613	47.35
114.9	-57.3	-74.4	9	264	46.2	15232.0	38.007677	-74.110097	47.36666666666667
114.8	-57.3	-74.4	9	264	46.2	15237.0	38.007707	-74.109581	47.38333333333333
114.7	-57.3	-74.5	9	264	46.2	15242.0	38.007738	-74.109066	47.4
114.7	-57.3	-74.5	9	264	46.1	15247.0	38.007768	-74.10855	47.416666666666664
114.6	-57.3	-74.5	9	264	46.1	15252.0	38.007799	-74.108034	47.43333333333333
114.5	-57.3	-74.5	9	264	46.1	15257.0	38.007830	-74.107519	47.45
114.4	-57.3	-74.5	9	264	46.1	15262.0	38.007860	-74.107003	47.46666666666667
114.3	-57.3	-74.5	8	264	46.1	15267.0	38.007891	-74.106487	47.483333333333334
114.2	-57.3	-74.5	8	264	46.1	15272.0	38.007921	-74.105972	47.5
114.1	-57.3	-74.5	8	264	46.1	15277.0	38.007952	-74.105456	47.516666666666666
114.0	-57.3	-74.5	8	264	46.0	15282.0	38.007982	-74.104941	47.53333333333333
113.9	-57.3	-74.6	8	264	46.0	15287.0	38.008013	-74.104425	47.55
113.8	-57.3	-74.6	8	264	45.9	15292.0	38.008044	-74.103909	47.56666666666667
113.7	-57.3	-74.6	8	264	45.9	15297.0	38.008074	-74.103394	47.583333333333336
113.7	-57.3	-74.6	8	264	45.8	15303.0	38.008105	-74.102878	47.6
113.6	-57.4	-74.6	8	265	45.8	15308.0	38.008135	-74.102362	47.61666666666667
